ACORDO_TIPO,PROTOCOLO_DATA,PROCESSO_ANATEL,DETENTORA,DETENTORA_CNPJ,SOLICITANTE,SOLICITANTE_CNPJ,INFORME_SEI,INFORME_DATA,CONCLUSAO_DATA,OBSERVACAO,NUM_SEQUENCIA,FINAL
CONTRATO,2021-11-19,53500.083746/2021-17,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGISA S.A.,13.017.462/0001-63,FABIO DE SENA NASCIMENTO,28.925.057/0001-10,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2021-11-19,53500.083747/2021-53,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGISA S.A.,13.017.462/0001-63,RUDDNEY SANTOS BARRETO,16.097.869/0001-36,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2023-09-13,53500.083889/2023-82,ENERGISA SUL - SUDESTE - DISTRIBUIÇÃO DE ENERGIA S.A.,,MOOVI NET SERVIÇOS DE INTERNET LTDA,41.675.195/0001-57,11143327,2023-11-21,2023-12-21,,1,True
CONTRATO,2024-10-11,53500.084066/2024-55,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,SITELBRA SISTEMA DE TELECOMUNICACOES DO BRASIL LTDA (MATRIZ),18.182.577/0001-27,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-11,53500.084087/2024-71,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,DIGITAL NET INTERNET SERVICE PROVIDER LTDA,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-14,53500.084344/2024-74,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,SANTA INES EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,19.037.248/0003-17,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-14,53500.084531/2024-58,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,REDEVISTA TELECOMUNICAÇÕES LTDA,30.655.511/0001-02,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2017-12-11,53500.084532/2017-73,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,NOSSA WEB SERVIÇOS DE ACESSO À INTERNET LTDA - ME,,2295395,2018-01-17,2018-01-17,Processo ANEEL: 48513.039926/2017-00.,1,False
CONTRATO,2017-12-11,53500.084532/2017-73,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,RABELO FLORES SERVIÇOS DE MULTIMÍDIA LTDA - ME,,2295395,2018-01-17,2018-01-17,Processo ANEEL: 48513.039926/2017-00.,2,True
CONTRATO,2024-10-14,53500.084620/2024-02,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,AKI NETWORKS BANDA LARGA FIBRA ÓPTICA E ENERGIA SOLAR LTDA,40.695.354/0001-12,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2023-09-15,53500.084834/2023-90,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,IRAN OLIVEIRA DOS SANTOS NETO LTDA,44.101.740/0001-90,11143327,2023-11-21,2023-12-21,,1,False
CONTRATO,2023-09-15,53500.084834/2023-90,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FSF TECNOLOGIA S.A.,,11143327,2023-11-21,2023-12-21,,2,False
CONTRATO,2023-09-15,53500.084834/2023-90,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,AF TELECOM LTDA,26.800.080/0001-53,11143327,2023-11-21,2023-12-21,,3,True
CONTRATO,2021-11-24,53500.084938/2021-32,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGISA S.A.,,LINK FLEX INTERNET EIRELI,11.097.902/0001-04,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2021-11-24,53500.084943/2021-45,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGISA S.A.,,ISPTEC SISTEMAS DE COMUNICAÇÃO EIRELI - ME,14.599.034/0001-59,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2021-11-24,53500.084944/2021-90,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,ONTELL SERVIÇOS DE BANDA LARGA E TECNOLOGIA LTDA,31.161.022/0001-67,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2021-11-24,53500.084952/2021-36,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,AGILITY SERVIÇOS DE TELECOMUNICAÇÕES LTDA,32.960.134/0001-40,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2021-11-24,53500.084953/2021-81,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,ALTAMIR HIAGO SILVA CASTRO,33.025.711/0001-70,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2024-10-15,53500.085154/2024-74,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,GTEC NET INFORMÁTICA LTDA,10.355.990/0001-34,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-15,53500.085160/2024-21,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,FIBERNET EMPRESA DE COMUNICAÇÕES LTDA,14.956.347/0001-17,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-15,53500.085168/2024-98,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,L & M INFORMÁTICA E INTERNET LTDA - ME,16.692.325/0001-12,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-24,53500.085174/2024-45,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,,TIM S.A.,,13066248,2024-12-27,2025-01-09,,1,True
CONTRATO,2024-10-16,53500.085400/2024-98,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,TIM S.A.,,13066143,2024-12-27,2025-01-09,,1,True
CONTRATO,2017-12-11,53500.085404/2017-47,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,15.139.629/0001-94,GIGASAT SERVIÇOS DE PROCESSAMENTO DE DADOS LTDA - ME,,2296155,2018-01-17,2018-01-17,Processo ANEEL: 48513.039773/2017-00.,1,False
CONTRATO,2017-12-11,53500.085404/2017-47,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,15.139.629/0001-94,WEFOCO TELECOMUNICAÇÕES LTDA,63.229.553/0001-30,2296155,2018-01-17,2018-01-17,Processo ANEEL: 48513.039773/2017-00.,2,True
CONTRATO,2017-12-11,53500.085405/2017-91,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,CLAITON CABREIRA - ME,,3199404,2018-09-20,2018-09-20,Processo ANEEL: 48513.039988/2017-00.,1,False
CONTRATO,2017-12-11,53500.085405/2017-91,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,NETTFÁCIL HUMAITÁ TECNOLOGIA E SERVIÇOS LTDA,20.052.994/0001-05,3199404,2018-09-20,2018-09-20,Processo ANEEL: 48513.039988/2017-00.,2,True
CONTRATO,2024-10-16,53500.085412/2024-12,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGISA S.A.,13.017.462/0001-63,TIM S.A.,,13065566,2024-12-27,2025-01-09,,1,True
CONTRATO,2024-10-16,53500.085430/2024-02,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (FILIAL),19.527.639/0078-37,TIM S.A.,,13065867,2024-12-27,2025-01-09,,1,True
CONTRATO,2023-09-19,53500.085692/2023-88,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (MATRIZ),19.527.639/0001-58,JULIANO ROBSON COSTA AVELINO,37.009.381/0001-80,11143327,2023-11-21,2023-12-21,,1,True
CONTRATO,2023-09-19,53500.085720/2023-67,CERIM COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO ITU MAIRINQUE,50.235.449/0001-07,NILTON CESAR SANTOS MOREIRA TELECOMUNICAÇÃO LTDA,40.081.612/0001-70,11143327,2023-11-21,2023-12-21,,1,True
CONTRATO,2021-11-29,53500.085918/2021-89,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,COTIA FIBER SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME,37.444.453/0001-17,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2023-09-20,53500.085949/2023-00,CEB DISTRIBUIÇÃO S.A. (NEO ENERGIA),,CAIXA ECONÔMICA FEDERAL (CEF MATRIZ),,11176552,2023-11-24,2023-11-24,Não é prestadora de telecom.,1,True
CONTRATO,2021-11-29,53500.086014/2021-71,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE ITU - MAIRINQUE,50.235.449/0001-07,SW TELECOMUNICAÇÕES E INFORMÁTICA ITU LTDA,,8076715,2022-02-25,2022-02-25,,1,True
CONTRATO,2017-12-26,53500.086250/2017-19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,PAULO SÉRGIO CARDOSO DE ABREU - ME,18.879.342/0001-99,2973215,2018-07-27,2018-07-27,Processo ANEEL: 48500.005616/2017-19.,1,True
CONTRATO,2023-09-21,53500.086296/2023-78,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,OPENSEA NET LTDA - EPP,32.135.730/0001-96,11143327,2023-11-21,2023-12-21,,1,False
CONTRATO,2023-09-21,53500.086296/2023-78,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,NOVA WEB SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - ME,30.576.064/0001-04,11143327,2023-11-21,2023-12-21,,2,True
CONTRATO,2021-11-30,53500.086364/2021-37,COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO - CHESF,33.541.368/0001-16,CLARO S.A.,40.432.544/0001-47,7941397,2022-01-21,2022-03-10,Cessão de uso de Infraestrutura de Fibras Ópticas e cabos OPGW.,1,True
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,LINK WEB TELECOM LTDA - ME,11.220.856/0001-99,2334246,2018-02-16,2018-02-16,Processo ANEEL: 48513.027555/2017-00.,1,False
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,MADS PROVEDOR DE ACESSO DE TELECOMUNICAÇÕES LTDA - ME,17.523.816/0001-00,2334246,2018-02-16,2018-02-16,Processo ANEEL: 48513.040469/2017-00.,2,False
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,TSCM NET BRASIL TELECOMUNICAÇÕES LTDA - ME,15.354.402/0001-61,2334246,2018-02-16,2018-02-16,Processo ANEEL: 48513.040469/2017-00.,3,False
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,MALUGAINFOR COMERCIO DE PRODUTOS DE INFORMATICA LTDA ME,,2334246,2018-02-16,2018-02-16,Processo ANEEL: 48513.042792/2017-00.,4,False
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,NET FACIL SISTEMAS ELETRONICOS LTDA ME,,2334246,2018-02-16,2018-02-16,Processo ANEEL: 48513.042792/2017-00.,5,False
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,QUICKNET TELECOM LTDA - EPP,,2334246,2018-02-16,2018-02-16,Processo ANEEL: 48513.042792/2017-00.,6,False
CONTRATO,2017-12-27,53500.086370/2017-16,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE (NÃO É PRESTADORA),35.830.868/0001-01,,2018-02-16,2018-02-16,Não é prestadora de telecomunicações. Processo ANEEL: 48513.042792/2017-00.,7,True
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,CARNEIRO INFORMÁTICA LTDA - ME,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,1,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FRANCISCO ALEMBERG DE SOUZA LIMA - ME,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,2,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,J. VIEIRA DE LUCENA ME,14.272.878/0001-90,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,3,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,JOSÉ MARQUES DE ABREU JUNIOR - ME,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,4,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,PR SERVIÇOS DE INFORMÁTICA E COMUNICAÇÃO LTDA ME,22.723.854/0001-39,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,5,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,RENÁRIA MARIA DIAS - ME,21.934.694/0001-04,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,6,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,SEARA QUINTEIRO INTERCOM TELECOMUNICAÇÕES EIRELI - ME,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,7,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,SERVIÇOS DE PROCEDORES DE ACESSO ÀS REDES DE TELECOMUNICAÇÕES KAIRONANET - LTDA,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.040617/2017-00.,8,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,F. LEANDRO VERÇOSA - NET ME,24.038.706/0001-00,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,9,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FRANCISCO AFONSO DE PAIVA JUNIOR ME,10.533.558/0001-96,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,10,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FSF TECNOLOGIA LTDA,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,11,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,G H J HOLANDA - ME,13.209.441/0001-40,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,12,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,INFORME SERVIÇOS DE PROCESSAMENTO DE DADOS LTDA - ME,63.489.488/0001-82,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,13,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,LUIZ C S DA SILVA JUNIOR - ME,10.282.805/0001-29,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,14,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,MEGANET TELECOMUNICAÇÕES E INTERNET LTDA,,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,15,False
CONTRATO,2017-12-27,53500.086685/2017-55,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,SRD TELECOM EIRELI - ME,27.189.235/0001-20,2290218,2018-01-17,2018-01-17,Processo ANEEL: 48513.039640/2017-00.,16,True
CONTRATO,2017-12-27,53500.086691/2017-11,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,ALEXANDRE LACERDA RODRIGUES - ME,,2334267,2018-02-16,2018-02-16,Processo ANEEL: 48513.040797/2017-00.,1,True
CONTRATO,2017-12-27,53500.086692/2017-57,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,SMARSUL CONECT FREY LTDA ME,19.326.146/0001-50,2334263,2018-02-16,2018-02-16,Processo ANEEL: 48513.040577/2017-00.,1,False
CONTRATO,2017-12-27,53500.086692/2017-57,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,EDUARDO CÂNDIDO DA SILVA - ME,10.346.968/0001-28,2334263,2018-02-16,2018-02-16,Processo ANEEL: 48513.040577/2017-00.,2,False
CONTRATO,2017-12-27,53500.086692/2017-57,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,ANTEL TELECOMUNICAÇÕES BRASIL LTDA,25.062.628/0001-42,2334263,2018-02-16,2018-02-16,Processo ANEEL: 48513.040926/2017-00.,3,False
CONTRATO,2017-12-27,53500.086692/2017-57,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,STA TELECOM LTDA - ME,17.064.329/0001-19,2334263,2018-02-16,2018-02-16,Processo ANEEL: 48513.040926/2017-00.,4,True
CONTRATO,2017-12-27,53500.086693/2017-00,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,,TECHCOM COMUNICAÇÃO COMÉRCIO E SERVIÇOS LTDA - ME,15.030.961/0001-16,2334270,2018-02-16,2018-02-16,Processo ANEEL: 48513.040816/2017-00.,1,True
CONTRATO,2017-12-27,53500.086694/2017-46,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,W. J. INTERNET,14.554.749/0001-95,2334257,2018-02-16,2018-02-16,Processo ANEEL: 48513.040818/2017-00.,1,True
CONTRATO,2017-12-27,53500.086695/2017-91,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,,AGILE TELECOMUNICAÇÕES LTDA - EPP,,2298378,2018-01-17,2018-01-17,Processo ANEEL: 48513.041488/2017-00.,1,True
CONTRATO,2017-12-27,53500.086696/2017-35,LINHAS DE XINGÚ TRANSMISSORA DE ENERGIA S.A.,,AGILE TELECOMUNICAÇÕES LTDA - EPP,,2300213,2018-01-17,2018-01-17,Processo ANEEL: 48513.041491/2017-00.,1,True
CONTRATO,2021-12-01,53500.086752/2021-18,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,MARCIO HAUBRICHT FILHO,27.711.874/0001-03,8189096,2022-03-25,2022-03-25,,1,True
CONTRATO,2023-09-22,53500.086764/2023-12,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,NUVEM TELECOM LTDA - ME,,11143327,2023-11-21,2023-12-21,,1,False
CONTRATO,2023-09-22,53500.086764/2023-12,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,HOSANNA PROVEDOR DE SERVIÇOS DE INTERNET LTDA - ME,24.394.151/0001-30,11143327,2023-11-21,2023-12-21,,2,True
CONTRATO,2024-10-23,53500.087142/2024-84,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,,ORIXINET TELECOM LTDA,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-23,53500.087217/2024-27,AMAZONAS ENERGIA S.A.,,FORTE TELECOM SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA EIRELI,32.956.582/0001-70,12845951,2024-11-12,2024-11-12,,1,False
CONTRATO,2024-10-23,53500.087217/2024-27,AMAZONAS ENERGIA S.A.,,NERDS TELECOM LTDA,42.846.057/0001-56,12845951,2024-11-12,2024-11-12,,2,True
CONTRATO,2024-10-24,53500.087434/2024-17,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,LINK FIBRA LTDA,46.818.165/0001-76,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-24,53500.087470/2024-81,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,TEL3 TELECOM LTDA,40.944.380/0001-37,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-24,53500.087503/2024-92,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,INTERNET FIBRAEVO LTDA,41.247.309/0001-68,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-24,53500.087620/2024-56,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,BRASIL TECPAR SERVIÇOS DE TELECOMUNICAÇÕES S.A.,,13066209,2024-12-27,2025-01-09,94 mil postes,1,True
CONTRATO,2024-10-25,53500.087817/2024-95,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,DUNET LTDA,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-25,53500.087915/2024-22,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,SINDELAR SERVIÇOS DE INTERNET LTDA,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-25,53500.087957/2024-63,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,FAGUINER REGERT DOS SANTOS & CIA LTDA,29.558.840/0001-56,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-25,53500.087991/2024-38,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,TUBARON TECNOLOGIAS LTDA,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,ATEKY INTERNET EIRELI ME,10.717.962/0001-10,8183908,2022-03-21,2022-03-24,,1,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,MKM INTERNET SOLUTION PROVIDER EIRELI,,8183908,2022-03-21,2022-03-24,,2,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,3D TELECOMUNICAÇÕES LTDA,,8183908,2022-03-21,2022-03-24,,3,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,SERRA GERAL SOLUÇÕES PARA INTERNET LTDA,,8189096,2022-03-25,2022-03-25,,4,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,CLARO S.A.,40.432.544/0001-47,8183941,2022-03-21,2022-03-24,,5,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,MHNET TELECOMUNICAÇÕES LTDA,,8183908,2022-03-21,2022-03-24,,6,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,XAUZA ANDREOLI - FACIL INTERNET ME,18.127.128/0001-86,8189096,2022-03-25,2022-03-25,,7,False
CONTRATO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,8183908,2022-03-21,2022-03-24,,8,False
ADITIVO,2021-12-06,53500.088039/2021-17,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO - CEGERO,86.444.163/0001-89,CLARO S.A.,40.432.544/0001-47,8183941,2022-03-21,2022-03-24,,9,True
CONTRATO,2024-10-28,53500.088252/2024-63,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,BRASIL TECPAR SERVIÇOS DE TELECOMUNICAÇÕES S.A.,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-28,53500.088355/2024-23,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,METROFIBER TELECOMUNICAÇÕES LTDA,19.502.334/0001-91,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-28,53500.088407/2024-61,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,LENNON LUCAS CARRION,28.116.391/0001-23,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-28,53500.088428/2024-87,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,UP FOR NET LTDA,48.615.339/0001-29,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-29,53500.088507/2024-98,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,DSNET TELECOMUNICAÇÕES LTDA,50.496.928/0001-87,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-29,53500.088555/2024-86,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,FREENETWORKS SOLUÇÕES LTDA,,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-29,53500.088605/2024-25,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,CONECTA CASSINO TELECOM LTDA,40.092.113/0001-89,12845951,2024-11-12,2024-11-12,,1,True
CONTRATO,2024-10-31,53500.089305/2024-63,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,RCTELECOM TELECOMUNICAÇÕES LTDA,18.126.892/0001-37,12845951,2024-11-12,2024-11-12,,1,False
CONTRATO,2024-10-31,53500.089305/2024-63,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,RUFINOS TECNOLOGIA DA INFORMAÇÃO LTDA,24.640.584/0001-28,12845951,2024-11-12,2024-11-12,,2,False
CONTRATO,2024-10-31,53500.089305/2024-63,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,MULTIMÍDIA TV A CABO LTDA,,12845951,2024-11-12,2024-11-12,,3,False
