ACORDO_TIPO,PROTOCOLO_DATA,PROCESSO_ANATEL,PRESTADORA_ORIGEM,PRESTADORA_ORIGEM_CNPJ,CREDENCIADA,CREDENCIADA_CNPJ,VIGENCIA_DATA_FIM,PROCESSO_DESCREDENCIAMENTO,OBSERVACAO,DESPACHO_DECISORIO_SEI,DESPACHO_DECISORIO_DATA,CONCLUSAO_DATA,NUM_SEQUENCIA,FINAL
CONTRATO,2020-10-02,53500.047285/2020-20,SURF TELECOM SA,10.455.746/0001-43,WEBBY PROVEDOR DE INTERNET LTDA,29.589.151/0001-09,2022-01-05,53500.047285/2020-20,De acordo com comunicado SEI nº 7884414,6040998,2020-10-08,2020-10-08,1,True
CONTRATO,2022-05-30,53500.047648/2022-99,NEXT LEVEL TELECOM LTDA.,20.877.748/0001-84,NUH! DIGITAL LTDA,29.556.286/0001-78,,,Não identificado,8561165,2022-07-14,2022-07-14,1,True
CONTRATO,2023-06-07,53500.047696/2023-68,SURF TELECOM SA,10.455.746/0001-43,VIABR INFORMÁTICA LTDA,,2025-01-08,53500.047696/2023-68,De acordo com comunicado SEI nº 13419913,10391148,2023-06-27,2023-06-27,1,True
CONTRATO,2020-10-07,53500.048445/2020-58,SURF TELECOM SA,10.455.746/0001-43,O2 SERVIÇOS ELETROELETRONICOS LTDA,21.374.237/0001-02,2021-12-13,53500.048445/2020-58,De acordo com comunicado SEI nº 7801438.,6079073,2020-10-19,2020-10-19,1,True
CONTRATO,2020-10-07,53500.048541/2020-04,TELEXPERTS TELECOMUNICACOES S.A.,,TRI TELECOM LTDA,,,,Não identificado,6123072,2020-10-29,2020-10-29,1,True
CONTRATO,2021-07-15,53500.048559/2021-89,VERO S.A.,31.748.174/0001-60,CONLIFE ADMINISTRADORA DE CONVÊNIO LTDA,23.401.006/0001-76,,,América Net incorporada pela Vero S.A.,7365583,2021-09-15,2021-09-15,1,True
CONTRATO,2021-07-15,53500.048606/2021-94,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,NEXT LEVEL TECNOLOGIA LTDA,32.207.196/0001-86,,,Não identificado,7779809,2021-12-15,2021-12-15,1,True
CONTRATO,2021-07-19,53500.049491/2021-55,SURF TELECOM SA,10.455.746/0001-43,TERAVOZ TELECOM TELECOMUNICAÇÕES LTDA,21.028.759/0001-52,,,Não identificado,7296449,2021-08-26,2021-08-26,1,True
CONTRATO,2021-07-20,53500.049961/2021-81,NEXT LEVEL TELECOM LTDA.,20.877.748/0001-84,DATORA TELECOMUNICAÇÕES LTDA,39.495.486/0001-11,,,Não identificado,7810317,2021-12-16,2021-12-16,1,True
CONTRATO,2021-07-20,53500.050170/2021-01,TELEXPERTS TELECOMUNICACOES S.A.,,LA FAMIGLIA CUORE LTDA,,,,Não identificado,7203091,2021-08-09,2021-08-09,1,True
CONTRATO,2024-06-14,53500.050643/2024-13,SURF TELECOM SA,10.455.746/0001-43,IPM TECNOLOGIA E TELEFONIA MÓVEL LTDA,53.560.425/0001-11,,,Não identificado,12196101,2024-06-28,2024-06-28,1,True
CONTRATO,2021-07-23,53500.051164/2021-63,SURF TELECOM SA,10.455.746/0001-43,DOTAN INTERMEDIAÇÕES LTDA,,,,Não identificado,7228638,2021-08-12,2021-08-12,1,True
CONTRATO,2021-07-27,53500.051722/2021-91,SURF TELECOM SA,10.455.746/0001-43,BARBOSA & COSTA LTDA,,2024-10-02,53500.051722/2021-91,De acordo com comunicado SEI nº 12675751,7240052,2021-08-12,2021-08-12,1,True
CONTRATO,2019-12-06,53500.052686/2019-68,SURF TELECOM SA,10.455.746/0001-43,TELBE TELECOM VALINHOS LTDA,27.390.934/0001-33,2021-01-21,53500.023839/2020-01,De acordo com comunicado SEI nº 6457496,5334013,2020-03-17,2020-03-17,1,False
ADITIVO,2020-05-04,53500.052686/2019-68,SURF TELECOM SA,10.455.746/0001-43,TELBE TELECOM VALINHOS LTDA,27.390.934/0001-33,2021-01-21,53500.052686/2019-68,De acordo com comunicado SEI nº 6457496,5751278,2020-07-17,2020-07-17,2,True
CONTRATO,2022-06-15,53500.053555/2022-01,TELEFONICA BRASIL S.A.,,PLAY SERVIÇO DE VALOR AGREGADO LTDA,34.152.634/0001-81,,,Não identificado,8953340,2022-08-16,2022-08-16,1,True
CONTRATO,2019-12-16,53500.054207/2019-48,VERO S.A.,31.748.174/0001-60,VEEK TECNOLOGIA S/A,,,,América Net incorporada pela Vero S.A.,5280176,2020-03-10,2020-03-10,1,False
ADITIVO,2024-02-05,53500.054207/2019-48,VERO S.A.,31.748.174/0001-60,VEEK TECNOLOGIA S/A,,,,América Net incorporada pela Vero S.A.,12017147,2024-05-24,2024-05-24,2,True
CONTRATO,2020-11-04,53500.054217/2020-17,SURF TELECOM SA,10.455.746/0001-43,KHG SERVIÇOS DE VALOR ADICIONADO E INTERNET LTDA,34.058.045/0001-39,2021-05-07,53500.054217/2020-17,De acordo com comunicado SEI nº 7002713,6226682,2020-11-27,2020-11-27,1,True
CONTRATO,2021-08-05,53500.054547/2021-93,TELEXPERTS TELECOMUNICACOES S.A.,,SISTEL FIBRA SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA,23.540.507/0001-33,,,Não identificado,7245421,2021-08-12,2021-08-12,1,True
CONTRATO,2020-11-06,53500.054633/2020-15,SURF TELECOM SA,10.455.746/0001-43,LIFE SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - EM RECUPERAÇÃO JUDICIAL,,,,Não identificado,6226691,2020-11-27,2020-11-27,1,False
ADITIVO,2022-10-10,53500.054633/2020-15,SURF TELECOM SA,10.455.746/0001-43,LIFE SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - EM RECUPERAÇÃO JUDICIAL,,,,1º Aditivo - Nova CREDENCIADA,9347966,2022-11-08,2022-11-08,2,False
ADITIVO,2023-01-06,53500.054633/2020-15,SURF TELECOM SA,10.455.746/0001-43,LIFE SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - EM RECUPERAÇÃO JUDICIAL,,,,2º Aditivo,9671953,2023-01-16,2023-01-16,3,False
ADITIVO,2024-11-04,53500.054633/2020-15,SURF TELECOM SA,10.455.746/0001-43,LIFE SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - EM RECUPERAÇÃO JUDICIAL,,,,3º Aditivo,13012036,2024-12-30,2024-12-30,4,True
CONTRATO,2020-11-06,53500.054679/2020-34,VERO S.A.,31.748.174/0001-60,ABCREDE TELECOM,,,,América Net incorporada pela Vero S.A.,6232389,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-06,53500.054685/2020-91,VERO S.A.,31.748.174/0001-60,FC NEGÓCIOS DIGITAIS LTDA,36.875.075/0001-63,,,América Net incorporada pela Vero S.A.,6232391,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-06,53500.054692/2020-93,VERO S.A.,31.748.174/0001-60,CONECT PROVEDOR DE ACESSO A INTERNET LTDA,13.720.564/0001-40,,,América Net incorporada pela Vero S.A.,6238852,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-06,53500.054693/2020-38,AMERICA NET S.A.,,CONECTEL TELECOMUNICAÇÕES EIRELI,35.296.233/0001-68,2022-01-11,,De acordo com comunicados SEI nº 7961326 e nº 8069865,6238849,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-06,53500.054699/2020-13,AMERICA NET S.A.,,SYNCALL CERTIFICADORA LTDA,38.152.215/0001-09,2023-03-21,53500.054699/2020-13,De acordo com comunicado SEI nº 10046393.,6238848,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-06,53500.054721/2020-17,VERO S.A.,31.748.174/0001-60,GRUPO MACRO COMUNICAÇÃO LTDA,10.238.977/0001-03,,,América Net incorporada pela Vero S.A.,6232393,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-06,53500.054753/2020-12,AMERICA NET S.A.,,NEOREDE TELECOMUNICAÇÃO EIRELI,,2022-02-04,53500.054753/2020-12,Não identificado,6232392,2020-11-27,2020-11-27,1,True
CONTRATO,2020-11-10,53500.055373/2020-03,TELEXPERTS TELECOMUNICACOES S.A.,,GERTEL TELECOM EIRELI,14.790.912/0001-19,,,Não identificado,6404833,2021-01-11,2021-01-11,1,True
CONTRATO,2018-12-11,53500.056152/2018-20,TELEFONICA BRASIL S.A.,,FIQUE MÓVEL SERVIÇOS DE TELECOMUNICAÇÕES,37.450.669/0001-95,,,Não identificado,3837076,2019-03-12,2019-03-12,1,False
ADITIVO,2020-05-12,53500.056152/2018-20,TELEFONICA BRASIL S.A.,,FIQUE MÓVEL SERVIÇOS DE TELECOMUNICAÇÕES,37.450.669/0001-95,,,1º Aditivo,5755964,2020-08-05,2020-08-05,2,False
ADITIVO,2020-07-13,53500.056152/2018-20,TELEFONICA BRASIL S.A.,,FIQUE MÓVEL SERVIÇOS DE TELECOMUNICAÇÕES,37.450.669/0001-95,,,2º Aditivo - Nova CREDENCIADA,5755964,2020-08-05,2020-08-05,3,False
ADITIVO,2021-03-19,53500.056152/2018-20,TELEFONICA BRASIL S.A.,,FIQUE MÓVEL SERVIÇOS DE TELECOMUNICAÇÕES,37.450.669/0001-95,,,3º Aditivo,6810147,2021-05-13,2021-05-13,4,False
ADITIVO,2023-06-26,53500.056152/2018-20,TELEFONICA BRASIL S.A.,,FIQUE MÓVEL SERVIÇOS DE TELECOMUNICAÇÕES,37.450.669/0001-95,,,4º Aditivo,10586600,2023-08-03,2023-08-03,5,True
CONTRATO,2020-11-16,53500.057069/2020-92,TELEFONICA BRASIL S.A.,,ASSICOM - ASSOCIAÇÃO DAS EMPRESAS E USUÁRIOS DAS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO,19.713.625/0001-29,,,Não identificado,6510262,2021-02-17,2021-02-18,1,False
ADITIVO,2024-04-22,53500.057069/2020-92,TELEFONICA BRASIL S.A.,,ASSICOM - ASSOCIAÇÃO DAS EMPRESAS E USUÁRIOS DAS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO,19.713.625/0001-29,,,1º Aditivo,11933273,2024-05-10,2024-05-10,2,False
ADITIVO,2024-10-15,53500.057069/2020-92,TELEFONICA BRASIL S.A.,,ASSICOM - ASSOCIAÇÃO DAS EMPRESAS E USUÁRIOS DAS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO,19.713.625/0001-29,,,2º Aditivo,12900559,2024-11-25,2024-11-25,3,False
ADITIVO,2025-04-14,53500.057069/2020-92,TELEFONICA BRASIL S.A.,,ASSICOM - ASSOCIAÇÃO DAS EMPRESAS E USUÁRIOS DAS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO,19.713.625/0001-29,,,3º Aditivo,13605990,2025-04-29,2025-05-06,4,True
CONTRATO,2020-11-17,53500.057958/2020-50,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,C-LIGUE TELECOMUNICAÇÕES LTDA,14.808.118/0001-55,,,Não identificado,6873624,2021-05-19,2021-05-19,1,True
CONTRATO,2021-08-17,53500.058419/2021-19,SURF TELECOM SA,10.455.746/0001-43,SURF TECH S.A.,28.830.242/0001-21,,,Não identificado,7285541,2021-08-26,2021-08-26,1,True
CONTRATO,2021-08-17,53500.058425/2021-76,SURF TELECOM SA,10.455.746/0001-43,CRUZ VERMELHA BRASILEIRA - FILIAL DE SÃO PAULO,,,,Não identificado,7295544,2021-08-26,2021-08-26,1,True
CONTRATO,2024-07-12,53500.058945/2024-21,TELEXPERTS TELECOMUNICACOES S.A.,,HELLO MOBILE LTDA,33.193.820/0001-04,,,Não identificado,12324881,2024-07-29,2024-07-29,1,True
CONTRATO,2024-07-12,53500.058947/2024-11,TELEXPERTS TELECOMUNICACOES S.A.,,SPEEDRS TECNOLOGIA DA INFORMAÇÃO LTDA,13.367.770/0001-19,,,Não identificado,12324845,2024-07-29,2024-07-29,1,True
CONTRATO,2021-08-23,53500.060524/2021-18,TELEXPERTS TELECOMUNICACOES S.A.,,200 TECH SERVIÇOS DO BRASIL LTDA,42.426.258/0001-02,2025-06-04,53500.060524/2021-18,De acordo com Comunicado Sei nº 13803496,7372401,2021-09-15,2021-09-15,1,True
CONTRATO,2017-06-12,53500.060891/2017-35,CLARO S.A.,40.432.544/0001-47,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA,,,,Contrato e 1º Aditivo,1882363,2017-09-22,2017-09-22,1,False
ADITIVO,2023-11-08,53500.060891/2017-35,CLARO S.A.,40.432.544/0001-47,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA,,,,2º Aditivo,11224242,2023-12-11,2023-12-11,2,False
ADITIVO,2023-11-08,53500.060891/2017-35,CLARO S.A.,40.432.544/0001-47,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA,,,,3º Aditivo - Mudou nome empresarial,11224242,2023-12-11,2023-12-11,3,False
ADITIVO,2023-11-08,53500.060891/2017-35,CLARO S.A.,40.432.544/0001-47,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA,,,,4º Aditivo,11224242,2023-12-11,2023-12-11,4,False
ADITIVO,2024-12-13,53500.060891/2017-35,CLARO S.A.,40.432.544/0001-47,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA,,,,5º Aditivo,13137574,2025-01-23,2025-02-03,5,True
CONTRATO,2024-07-24,53500.062229/2024-49,SURF TELECOM SA,10.455.746/0001-43,VEEM TELECOM LTDA,50.229.040/0001-88,,,Não identificado,12366490,2024-08-07,2024-08-07,1,True
CONTRATO,2024-07-24,53500.062231/2024-18,SURF TELECOM SA,10.455.746/0001-43,MEGA IP CONNECT LTDA,27.414.073/0001-86,,,Não identificado,12399615,2024-08-13,2024-08-13,1,True
CONTRATO,2023-07-13,53500.063278/2023-18,SURF TELECOM SA,10.455.746/0001-43,VAREJO TELECOM LTDA,41.735.563/0001-05,,,Não identificado,10652646,2023-08-10,2023-08-10,1,False
ADITIVO,2023-08-01,53500.063278/2023-18,SURF TELECOM SA,10.455.746/0001-43,VAREJO TELECOM LTDA,41.735.563/0001-05,,,1º Aditivo,10652646,2023-08-10,2023-08-10,2,False
ADITIVO,2024-06-06,53500.063278/2023-18,SURF TELECOM SA,10.455.746/0001-43,VAREJO TELECOM LTDA,41.735.563/0001-05,,,Não identificado,12113078,2024-06-18,2024-06-18,3,True
CONTRATO,2020-12-03,53500.063690/2020-95,AMERICA NET S.A.,,MOBCALL TECNOLOGIA E INTELIGÊNCIA DE DADOS,29.183.747/0001-04,2022-12-27,53500.063690/2020-95,De acordo com comunicado SEI nº 9666446,6419359,2021-01-14,2021-01-14,1,True
CONTRATO,2020-12-03,53500.063719/2020-39,VERO S.A.,31.748.174/0001-60,INFRANET INTERNET EIRELE,17.448.764/0001-47,,,América Net incorporada pela Vero S.A.,6419372,2021-01-14,2021-01-14,1,True
CONTRATO,2020-12-03,53500.063723/2020-05,VERO S.A.,31.748.174/0001-60,FLEETNET TELECOMUNICAÇÕES LTDA,17.237.418/0001-10,,,América Net incorporada pela Vero S.A.,6419383,2021-01-14,2021-01-14,1,True
CONTRATO,2020-12-03,53500.063767/2020-27,AMERICA NET S.A.,,TRL TELECOMUNICAÇÕES LTDA,32.190.390/0001-04,2021-12-03,53500.063767/2020-27,De acordo com comunicado SEI nº 7774534,6419408,2021-01-14,2021-01-14,1,True
CONTRATO,2017-08-02,53500.066856/2017-20,SURF TELECOM SA,10.455.746/0001-43,WAVES RETRANSMISSÃO E COMUNICAÇÃO LTDA,,2021-08-16,53500.066856/2017-20,De acordo com comunicado SEI nº 7266940.,1882891,2017-09-22,2017-09-22,1,True
CONTRATO,2017-08-08,53500.067529/2017-95,SURF TELECOM SA,10.455.746/0001-43,GRÊMIO OSASCO AUDAX ESPORTE CLUBE,55.295.604/0001-02,,,Não identificado,2423053,2018-02-28,2018-02-28,1,True
CONTRATO,2020-12-15,53500.068146/2020-30,TELEFONICA BRASIL S.A.,,INTER CONECTIVIDADE LTDA,49.947.911/0001-10,,,Não identificado,6505435,2021-02-17,2021-02-18,1,False
ADITIVO,2021-05-07,53500.068146/2020-30,TELEFONICA BRASIL S.A.,,INTER CONECTIVIDADE LTDA,49.947.911/0001-10,,,1º Aditivo,6950165,2021-06-01,2021-06-01,2,False
ADITIVO,2023-06-29,53500.068146/2020-30,TELEFONICA BRASIL S.A.,,INTER CONECTIVIDADE LTDA,49.947.911/0001-10,,,2º Aditivo - Nova CREDENCIADA,10502487,2023-07-13,2023-07-13,3,True
CONTRATO,2021-09-22,53500.068756/2021-14,SURF TELECOM SA,10.455.746/0001-43,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA,45.543.915/0001-81,,,Não identificado,7447852,2021-10-05,2021-10-05,1,False
ADITIVO,2024-07-18,53500.068756/2021-14,SURF TELECOM SA,10.455.746/0001-43,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA,45.543.915/0001-81,,,1º Aditivo,12337317,2024-08-07,2024-08-07,2,False
ADITIVO,2024-07-18,53500.068756/2021-14,SURF TELECOM SA,10.455.746/0001-43,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA,45.543.915/0001-81,,,2º Aditivo,12337317,2024-08-07,2024-08-07,3,True
CONTRATO,2020-12-17,53500.069056/2020-66,VERO S.A.,31.748.174/0001-60,INVESTEL PARTICIPAÇÕES LTDA,36.214.838/0001-25,,,América Net incorporada pela Vero S.A.,6443773,2021-01-21,2021-01-21,1,True
CONTRATO,2020-12-17,53500.069065/2020-57,VERO S.A.,31.748.174/0001-60,SIDI SERVIÇOS DE COMUNICAÇÃO LTDA ME,26.605.545/0001-15,,,América Net incorporada pela Vero S.A.,6443799,2021-01-21,2021-01-21,1,True
CONTRATO,2023-08-01,53500.069427/2023-52,SURF TELECOM SA,10.455.746/0001-43,AMPERNET - TELECOMUNICACOES LTDA,,,,Não identificado,10767353,2023-09-08,2023-09-08,1,False
ADITIVO,2023-08-21,53500.069427/2023-52,SURF TELECOM SA,10.455.746/0001-43,AMPERNET - TELECOMUNICACOES LTDA,,,,1º Aditivo,10767353,2023-09-08,2023-09-08,2,True
CONTRATO,2017-09-04,53500.071195/2017-54,SURF TELECOM SA,10.455.746/0001-43,LEVEL 3 COMUNICAÇÕES DO BRASIL LTDA,72.843.212/0001-41,,,Não identificado,2526766,2018-05-14,2018-05-14,1,True
CONTRATO,2024-08-28,53500.071447/2024-74,TELEXPERTS TELECOMUNICACOES S.A.,,ZAMIX MULTIPLAY TELECOMUNICAÇÕES LTDA,17.888.419/0001-24,,,Não identificado,12524823,2024-09-11,2024-09-11,1,True
CONTRATO,2020-12-30,53500.071776/2020-91,TELEXPERTS TELECOMUNICACOES S.A.,,BRPHONIA PROVEDOR IP LTDA,10.431.131/0001-87,,,Não identificado,6458394,2021-01-25,2021-01-25,1,True
CONTRATO,2020-12-30,53500.071779/2020-25,TELEXPERTS TELECOMUNICACOES S.A.,,GL FIBRA SERVIÇOS DE TELECOMUNICAÇÕES LTDA,31.446.186/0001-30,,,Não identificado,6458365,2021-01-25,2021-01-25,1,True
CONTRATO,2020-12-30,53500.071782/2020-49,TELEXPERTS TELECOMUNICACOES S.A.,,TCHETURBO PROVEDOR DE INTERNET LTDA,,,,Não identificado,6458332,2021-01-25,2021-01-25,1,True
CONTRATO,2021-10-13,53500.074566/2021-36,SURF TELECOM SA,10.455.746/0001-43,GANHATODOS CASHBACK E INTERMEDIAÇÃO DE PAGAMENTO LTDA,37.200.010/0001-80,2023-01-10,53500.074566/2021-36,De acordo com comunicado SEI nº 9688212,7568762,2021-10-22,2021-10-22,1,True
CONTRATO,2021-10-13,53500.074573/2021-38,TELEXPERTS TELECOMUNICACOES S.A.,,IOT TELECOM LTDA,43.790.912/0001-17,,,Não identificado,7574025,2021-10-26,2021-10-26,1,True
CONTRATO,2021-10-14,53500.074872/2021-72,SURF TELECOM SA,10.455.746/0001-43,CELTEL TELECOM LTDA,41.482.165/0001-24,2022-01-03,53500.074872/2021-72,De acordo com comunicado SEI nº 7878167,7580005,2021-11-03,2021-11-03,1,True
CONTRATO,2023-08-21,53500.076512/2023-77,SURF TELECOM SA,10.455.746/0001-43,NOVA ERA TELECOMUNICAÇÕES SERVIÇOS DE INTERNET LTDA,31.300.236/0001-77,,,Não identificado,10882352,2023-09-26,2023-09-26,1,True
CONTRATO,2024-09-16,53500.076795/2024-38,UNIFIQUE TELECOMUNICACOES S/A,,LIGGA TELECOMUNICAÇÕES S.A.,,,,"Unifique é MVNe. Área de Abrangência: BR, exceto SC e RS.",12785544,2024-11-08,2024-11-11,1,True
CONTRATO,2024-09-16,53500.076803/2024-46,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,IMPACTO CONECTIVIDADE E INCLUSÃO DIGITAL LTDA,30.643.739/0001-82,,,Não identificado,12919723,2024-12-02,2024-12-02,1,True
CONTRATO,2024-09-16,53500.076804/2024-91,UNIFIQUE TELECOMUNICACOES S/A,,LIGGA TELECOMUNICAÇÕES S.A.,,,,Unifique é MNO. Área de Abrangência: SC e RS.,12789977,2024-11-08,2024-11-11,1,True
CONTRATO,2021-11-11,53500.081744/2021-85,SURF TELECOM SA,10.455.746/0001-43,PAFER SERVIÇOS DE APOIO ADMINISTRATIVO LTDA,49.590.693/0001-09,,,Não identificado,7682860,2021-11-29,2021-11-29,1,False
ADITIVO,2025-03-17,53500.081744/2021-85,SURF TELECOM SA,10.455.746/0001-43,PAFER SERVIÇOS DE APOIO ADMINISTRATIVO LTDA,49.590.693/0001-09,,,1º Aditivo - Nova CREDENCIADA,13469402,2025-03-31,2025-04-03,2,True
CONTRATO,2024-10-09,53500.083043/2024-23,SURF TELECOM SA,10.455.746/0001-43,MAISAGIL FRANQUIAS LTDA,38.063.817/0001-81,,,Não identificado,12818798,2024-11-01,2024-11-05,1,True
CONTRATO,2024-10-22,53500.087081/2024-55,TELEXPERTS TELECOMUNICACOES S.A.,,BRASIL TECPAR SERVIÇOS DE TELECOMUNICAÇÕES S.A.,,,,Não identificado,12915088,2024-11-25,2024-11-25,1,True
CONTRATO,2024-10-28,53500.088363/2024-70,SURF TELECOM SA,10.455.746/0001-43,SICOVE DO BRASIL LTDA,19.634.885/0001-09,,,Não identificado,12931217,2024-12-02,2024-12-09,1,True
CONTRATO,2024-10-30,53500.089088/2024-10,SURF TELECOM SA,10.455.746/0001-43,TELEFONABR TELECOMUNICAÇÕES LTDA,57.325.899/0001-30,2025-02-18,53500.089088/2024-10,De acordo com comunicado SEI nº 13730357,12933310,2024-12-30,2025-01-07,1,True
CONTRATO,2021-12-17,53500.091092/2021-97,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,EAI TELECOMUNICAÇÕES LTDA,,,,Não identificado,7930506,2022-01-20,2022-01-20,1,True
CONTRATO,2024-11-19,53500.095040/2024-32,TELEXPERTS TELECOMUNICACOES S.A.,,SALVY LTDA,45.239.701/0001-16,,,Não identificado,13049015,2024-12-23,2024-12-23,1,True
CONTRATO,2023-10-22,53500.095588/2023-00,NEXT LEVEL TELECOM LTDA.,20.877.748/0001-84,QUECTEL BRASIL COMÉRCIO DE PRODUTOS DE TELECOMUNICAÇÕES LTDA,30.466.489/0001-52,,,Não identificado,11198465,2023-11-30,2023-11-30,1,True
CONTRATO,2024-11-25,53500.096352/2024-63,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,NIPTELECOM TELECOMUNICAÇÕES LTDA,19.534.299/0001-92,,,Não identificado,13027567,2024-12-19,2024-12-20,1,True
CONTRATO,2024-11-27,53500.096819/2024-75,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,NIPCABLE DO BRASIL TELECOM LTDA,,,,Não identificado,13031178,2024-12-19,2024-12-20,1,True
CONTRATO,2023-10-29,53500.097778/2023-53,ALGAR TELECOM S/A,71.208.516/0001-74,NUH! DIGITAL LTDA,29.556.286/0001-78,,,Não identificado,11345538,2024-01-12,2024-01-12,1,True
CONTRATO,2023-11-08,53500.100499/2023-84,SURF TELECOM SA,10.455.746/0001-43,TCONNECT TELECOMUNICAÇÕES LTDA,53.558.593/0001-72,,,Não identificado,11231095,2023-12-11,2023-12-11,1,False
ADITIVO,2024-06-20,53500.100499/2023-84,SURF TELECOM SA,10.455.746/0001-43,TCONNECT TELECOMUNICAÇÕES LTDA,53.558.593/0001-72,,,Não identificado,12196425,2024-06-28,2024-06-28,2,True
CONTRATO,2024-12-12,53500.101305/2024-49,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,SOLUÇÃO NETWORK PROVEDOR LTDA,12.693.643/0001-47,,,Não identificado,13131770,2025-01-23,2025-02-03,1,True
CONTRATO,2024-12-16,53500.102259/2024-03,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,HYPECON TELECOM LTDA,57.343.044/0001-31,,,Não identificado,13143225,2025-01-23,2025-02-03,1,True
CONTRATO,2024-12-23,53500.103970/2024-77,TELEXPERTS TELECOMUNICACOES S.A.,,KORE BRASIL LTDA,24.492.478/0001-44,,,Não identificado,13154927,2025-01-28,2025-02-03,1,True
CONTRATO,2023-12-07,53500.109559/2023-24,SURF TELECOM SA,10.455.746/0001-43,SAFE TELECOM S.A.,39.380.518/0001-33,,,Não identificado,11494006,2024-02-15,2024-02-15,1,True
CONTRATO,2023-12-11,53500.110232/2023-03,SURF TELECOM SA,10.455.746/0001-43,GIESECKE+DEVRIENT MOBILE SECURITY TCD BRASIL LTDA,46.460.360/0001-77,,,Não identificado,11357831,2024-01-12,2024-01-12,1,True
CONTRATO,2022-06-24,53500.287435/2022-06,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,DASH TELECOMUNICAÇÕES LTDA,46.760.671/0001-51,2023-12-20,53500.287435/2022-06,De acordo com comunicado SEI nº 11315477,8780913,2022-07-08,2022-07-08,1,True
CONTRATO,2022-07-26,53500.298776/2022-07,DATORA MOBILE TELECOMUNICACOES S.A.,18.384.930/0001-51,IVM COMÉRCIO E SERVIÇOS DE INFORMÁTICA LTDA,10.285.037/0001-67,,,Não identificado,8917690,2022-08-09,2022-08-10,1,True
CONTRATO,2022-08-06,53500.302635/2022-98,TELEXPERTS TELECOMUNICACOES S.A.,,BNET TELECOMUNICAÇÕES LTDA,,,,Não identificado,8933605,2022-08-15,2022-08-15,1,True
CONTRATO,2022-08-06,53500.302637/2022-87,TELEXPERTS TELECOMUNICACOES S.A.,,REDE CONESUL TELECOMUNICAÇÕES LTDA,,,,Não identificado,8941634,2022-08-16,2022-08-16,1,True
CONTRATO,2022-08-06,53500.302638/2022-21,TELEXPERTS TELECOMUNICACOES S.A.,,ZILIONET TELECOMUNICAÇÕES LTDA,10.220.038/0001-23,,,Não identificado,8929465,2022-08-15,2022-08-15,1,True
CONTRATO,2022-08-17,53500.305885/2022-80,SURF TELECOM SA,10.455.746/0001-43,ISPS DO BRASIL S.A.,14.415.661/0001-92,,,Não identificado,9055015,2022-09-09,2022-09-09,1,False
ADITIVO,2023-05-04,53500.305885/2022-80,SURF TELECOM SA,10.455.746/0001-43,ISPS DO BRASIL S.A.,14.415.661/0001-92,,,Não identificado,10305450,2023-06-06,2023-06-06,2,False
ADITIVO,2024-10-03,53500.305885/2022-80,SURF TELECOM SA,10.455.746/0001-43,ISPS DO BRASIL S.A.,14.415.661/0001-92,,,2º Aditivo,12777947,2024-12-30,2025-01-07,3,False
ADITIVO,2024-10-03,53500.305885/2022-80,SURF TELECOM SA,10.455.746/0001-43,ISPS DO BRASIL S.A.,14.415.661/0001-92,,,3º Aditivo,12777947,2024-12-30,2025-01-07,4,True
