PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;SERVICO_1;MODALIDADE_STFC_1;PRESTADORA_2_CNPJ;PRESTADORA_2;SERVICO_2;MODALIDADE_STFC_2;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53500.029276/2020-57;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07246923000177;GEE TECNOLOGIA DA INFORMACAO & TELECOM LTDA;171;LOCAL;6170252;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029276/2020-57;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07246923000177;GEE TECNOLOGIA DA INFORMACAO & TELECOM LTDA;171;LDI;6170252;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029276/2020-57;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07246923000177;GEE TECNOLOGIA DA INFORMACAO & TELECOM LTDA;171;LDN;6170252;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029276/2020-57;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07246923000177;GEE TECNOLOGIA DA INFORMACAO & TELECOM LTDA;171;LOCAL;6170252;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;010;;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDI;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;010;;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDN;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;010;;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LOCAL;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDI;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDI;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDI;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDN;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDI;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LOCAL;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDI;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDN;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LOCAL;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDI;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LDN;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029264/2020-22;26/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;02952192000161;Cabo Servicos de Telecomunicacoes S.a.;171;LOCAL;6170158;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;010;;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDI;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;010;;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDN;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;010;;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LOCAL;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LDI;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDI;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LDI;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDN;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LDI;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LOCAL;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDI;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDN;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LOCAL;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDI;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LDN;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.029647/2020-09;29/06/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07942413000134;WSP SERVICOS DE TELECOMUNICACOES LTDA;171;LOCAL;6170077;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;010;;06346446000159;Sitecnet Informatica Ltda;171;LDI;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;010;;06346446000159;Sitecnet Informatica Ltda;171;LDN;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;010;;06346446000159;Sitecnet Informatica Ltda;171;LOCAL;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;06346446000159;Sitecnet Informatica Ltda;171;LDI;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;06346446000159;Sitecnet Informatica Ltda;171;LDN;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;06346446000159;Sitecnet Informatica Ltda;171;LOCAL;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;06346446000159;Sitecnet Informatica Ltda;171;LDI;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;06346446000159;Sitecnet Informatica Ltda;171;LDN;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;06346446000159;Sitecnet Informatica Ltda;171;LOCAL;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;06346446000159;Sitecnet Informatica Ltda;171;LDI;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;06346446000159;Sitecnet Informatica Ltda;171;LDN;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030214/2020-98;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;06346446000159;Sitecnet Informatica Ltda;171;LOCAL;6169970;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;010;;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDI;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;010;;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDN;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;010;;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LOCAL;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDI;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDN;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LOCAL;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDI;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDN;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LOCAL;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDI;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LDN;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030208/2020-31;01/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;07239238000113;VONEX TELECOMUNICACOES LTDA;171;LOCAL;6166123;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;010;;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDI;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;010;;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDN;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;010;;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LOCAL;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDI;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDN;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LOCAL;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDI;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDN;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LOCAL;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDI;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LDN;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030769/2020-30;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;00989304000123;WKVE-ASSES. EM SERV. DE INF. E TELECOMUNICACOES LTDA;171;LOCAL;6166104;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;010;;-1;NÃO INFORMADO;171;LDI;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;010;;-1;NÃO INFORMADO;171;LDN;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;010;;-1;NÃO INFORMADO;171;LOCAL;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;-1;NÃO INFORMADO;171;LDI;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;-1;NÃO INFORMADO;171;LDN;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;-1;NÃO INFORMADO;171;LOCAL;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;-1;NÃO INFORMADO;171;LDI;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;-1;NÃO INFORMADO;171;LDN;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;-1;NÃO INFORMADO;171;LOCAL;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;-1;NÃO INFORMADO;171;LDI;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;-1;NÃO INFORMADO;171;LDN;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.030766/2020-04;06/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;-1;NÃO INFORMADO;171;LOCAL;6166030;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;010;;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDI;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;010;;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDN;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;010;;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LOCAL;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDI;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDN;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LDI;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LOCAL;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDI;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDN;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LDN;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LOCAL;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDI;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LDN;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031697/2020-48;10/07/2020;CONTRATO;02421421000111;TIM S A;171;LOCAL;04598051000118;IFTNET TELECOMUNICACOES LTDA.;171;LOCAL;6165959;10/11/2020;10/11/2020;Homologado por OPI/ORPA.
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDI;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDN;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LOCAL;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDI;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDN;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LOCAL;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDI;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDN;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LOCAL;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDI;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LDN;6127540;23/11/2020;23/11/2020;Não identificado
53500.031801/2020-02;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;10605386000119;QUICK COMUNICACOES.NET LTDA.;171;LOCAL;6127540;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;02214014000133;TELESPAZIO BRASIL S/A;171;LDI;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;02214014000133;TELESPAZIO BRASIL S/A;171;LDN;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;02214014000133;TELESPAZIO BRASIL S/A;171;LOCAL;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;02214014000133;TELESPAZIO BRASIL S/A;171;LDI;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;02214014000133;TELESPAZIO BRASIL S/A;171;LDN;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;02214014000133;TELESPAZIO BRASIL S/A;171;LOCAL;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;02214014000133;TELESPAZIO BRASIL S/A;171;LDI;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;02214014000133;TELESPAZIO BRASIL S/A;171;LDN;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;02214014000133;TELESPAZIO BRASIL S/A;171;LOCAL;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;02214014000133;TELESPAZIO BRASIL S/A;171;LDI;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;02214014000133;TELESPAZIO BRASIL S/A;171;LDN;6127827;23/11/2020;23/11/2020;Não identificado
53500.031913/2020-55;13/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;02214014000133;TELESPAZIO BRASIL S/A;171;LOCAL;6127827;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;04780398000187;FLEXUS TELECOM LTDA;171;LDI;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;04780398000187;FLEXUS TELECOM LTDA;171;LDN;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;04780398000187;FLEXUS TELECOM LTDA;171;LOCAL;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;04780398000187;FLEXUS TELECOM LTDA;171;LDI;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;04780398000187;FLEXUS TELECOM LTDA;171;LDN;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDI;04780398000187;FLEXUS TELECOM LTDA;171;LOCAL;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;04780398000187;FLEXUS TELECOM LTDA;171;LDI;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;04780398000187;FLEXUS TELECOM LTDA;171;LDN;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LDN;04780398000187;FLEXUS TELECOM LTDA;171;LOCAL;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;04780398000187;FLEXUS TELECOM LTDA;171;LDI;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;04780398000187;FLEXUS TELECOM LTDA;171;LDN;6132514;23/11/2020;23/11/2020;Não identificado
53500.032124/2020-31;14/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;04780398000187;FLEXUS TELECOM LTDA;171;LOCAL;6132514;23/11/2020;23/11/2020;Não identificado
53500.033667/2020-76;21/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;07625852000113;Telexperts Telecomunicacoes S.A.;010;;6124606;23/11/2020;23/11/2020;Não identificado
53500.033667/2020-76;21/07/2020;CONTRATO;71208516000174;ALGAR TELECOM S/A;010;;07625852000113;Telexperts Telecomunicacoes S.A.;171;LDI;6124606;23/11/2020;23/11/2020;Não identificado
